T,X,Y
1,12.839720849359194,15
1,21.493364983740285,12
0,24.3523968358141,28
1,30.074243756258113,34
1,30.662402547179163,34
1,12.85271655301387,15
0,19.389669133521572,22
0,13.854422230782312,18
1,21.383547574697303,20
1,24.01352794194416,25
0,10.796905488701046,13
0,24.276041137590312,18
1,23.60247053688279,27
1,18.706315031446657,16
1,16.968799288234067,16
0,28.31779289829284,25
0,19.232700325366086,20
0,14.513951787779709,9
0,20.542736166771295,27
1,25.188832688944142,23
1,23.44115601962169,21
0,10.153305983753071,18
0,13.15601450556436,13
1,17.913958025420428,11
1,20.720685072885914,22
0,20.71392729722441,25
0,13.662971705420752,21
0,24.57692709731913,29
1,22.342415980822675,23
0,12.066048662239979,25
0,15.148451073132179,15
1,19.407100804650877,13
0,12.33653333704044,22
1,20.11657217119378,28
0,20.831925990421546,26
0,17.78407278051798,30
1,22.878806870846525,29
1,29.069597136183027,31
0,16.68292066456541,19
0,22.377108887157515,19
1,17.732325319684804,22
0,27.700244340044264,24
0,26.286813611468457,23
1,19.997828605943475,14
1,16.914323469581607,18
0,23.93152176328529,27
0,19.68914259707064,18
1,13.84827233218425,7
0,14.96613302765658,11
1,19.18875943364601,20
1,30.90320801317131,31
0,25.489052642514466,23
1,26.957857745870253,22
1,24.744519711788435,34
0,26.943815635304382,27
0,27.56781313864301,30
1,14.464813710146124,16
1,23.07597291973442,19
1,23.174952843672894,31
1,22.50348580785298,21
1,22.120011505943193,22
0,7.370989367569196,4
0,20.933550714807623,15
1,13.210455849700255,15
1,24.81073240612233,22
0,17.414625042597525,18
0,18.62821545359666,20
0,19.720880663523182,28
0,9.746253427746863,3
0,19.125734367782282,27
1,13.633786638952872,23
1,24.782381203278455,24
0,17.32416918313191,19
1,14.28118331529011,21
0,26.1949313227386,22
1,18.487141472422618,28
1,15.102709591468763,9
1,19.444856340763188,24
1,18.989094412087077,21
1,21.146312228998127,18
0,14.94062300606862,12
1,25.330505887844723,26
0,21.593111272883473,20
0,28.122892054625737,27
1,22.79569852077953,22
1,15.07533023842338,20
0,25.297776223099916,27
0,18.70022536305504,20
1,20.511951640016374,23
0,7.677375968996776,10
1,13.72170592253418,21
0,26.87213187113833,28
0,25.525996103747147,27
1,11.20094627043472,10
1,21.675723521041796,17
1,21.740152601287384,20
1,26.268405585556465,27
0,14.558995839285352,9
1,11.304112489334958,18
1,21.575792011260113,18
0,16.71067224278065,18
1,17.0747552184047,15
0,15.53720252865736,17
1,26.253761409906705,31
1,15.714749448442412,24
0,24.875207829981857,19
0,23.141119574451125,28
0,16.761862842302968,14
0,24.954391616183443,32
0,26.40958937266898,20
0,21.865286294320796,19
1,18.91176807424263,20
0,23.872765900233798,30
1,16.339005250359715,18
0,22.561239697948864,28
0,27.769722009982072,30
1,13.345453805330518,19
0,11.034747106228638,11
1,23.730771366456118,24
0,15.65330354472606,16
1,17.791166318557476,19
1,20.827580086825254,20
0,16.97089327205466,15
1,20.696249354261546,13
1,15.14429908513872,8
1,17.4032091692088,14
0,19.632104802551975,17
1,22.838615474732798,18
1,17.979306983189485,29
1,21.773215403595042,18
1,23.104457424979213,26
1,22.597930175411445,28
0,19.503180464633683,15
0,26.612469457937888,29
1,16.199395997012594,17
0,25.33034287794918,21
0,25.063584037541652,29
0,24.55038997735427,30
0,17.522976130479066,31
1,24.91886871821115,32
0,22.50147068219567,18
1,14.48874169846965,21
0,18.556910992302715,11
1,13.533298820525243,13
0,22.007116903525272,10
1,27.099577782086175,32
0,24.74375561222416,25
1,15.128616658286308,25
0,15.098498435797172,20
0,19.174102685858028,18
1,19.36471060172488,24
1,23.83726472046915,29
0,18.517752306026676,15
1,25.756119221531257,24
0,17.488981914827097,18
0,25.324325368641336,15
1,12.899161911088003,4
1,17.389495673178345,19
0,20.349557397150395,20
0,24.29949982740958,22
0,22.789340455715333,34
1,15.83601927309008,18
1,13.660927274932064,21
1,20.054623619535075,23
1,19.735818586527735,21
0,18.216551363303367,16
0,20.062851040483242,13
0,13.536193003071059,14
0,22.726045555924422,21
0,25.13465910586455,29
1,15.735331380179598,13
1,15.91459103962082,13
0,26.316318227969173,27
1,25.52744129684177,19
1,16.21039182281318,13
1,16.77549058764082,18
1,11.444235617052588,11
1,22.630385380098613,22
0,21.17307008040035,22
1,20.316159407010627,23
0,31.440763118180847,44
0,19.272773626367112,19
0,19.59295754190054,16
0,21.455068899144887,27
0,19.237338583341852,22
0,25.715113283453185,25
1,19.358130985012828,29
1,20.829168912223892,14
0,31.439415385318412,34
1,17.318970812362878,17
0,14.232659797233529,16
1,21.0034304200141,24
1,17.135766913973942,20
0,17.046591383259553,21
1,21.311924719774712,19
1,24.460865021307917,23
1,12.548865539964158,19
1,19.20270449446817,21
1,9.746546423471589,9
1,24.762369860963666,21
1,14.993038629877748,16
0,23.360698166472428,18
0,29.102676780156084,37
0,26.82534263439701,40
0,22.196821113673025,26
0,10.152303956983289,7
0,29.52424888839203,35
1,17.991540723346436,12
0,24.04480168726925,28
0,17.537574503652184,18
1,18.850696042695674,25
0,28.110372269262268,26
0,11.748327652666045,14
1,13.867050857452426,21
1,18.57027511178621,19
1,25.317785002021857,34
0,7.521806101144525,7
1,26.322050158725688,28
0,17.957980257272414,26
0,23.502274229945748,23
0,33.16997735968912,34
0,22.58519098506234,20
1,25.52743466795799,23
0,26.92677833484003,34
0,18.544435995820624,21
1,20.759987241321774,17
1,19.199801445092355,18
0,21.12855878852065,22
0,18.54036987437077,24
1,17.442209835985285,22
1,17.01844562748062,21
0,23.861669762216483,19
1,13.37045521067759,25
0,20.558286665189037,19
1,26.901935406172235,29
0,13.081248670143772,12
0,11.232108794531275,18
1,23.409134632603113,26
1,16.015913238259667,21
0,16.360349384737003,16
0,23.215665997551593,22
0,21.56316492409112,23
1,16.610703737196985,21
0,18.360168584815746,23
0,12.606091883680351,17
0,17.081859936006968,22
1,19.61379323789166,11
0,22.764033761485855,24
0,22.961630095121937,26
0,28.718145509966284,34
0,19.66536595613756,17
0,25.010659150770962,19
1,21.378187701027066,15
0,15.095995746582606,11
1,21.616406003437806,15
0,21.779327816447562,22
1,23.404389063419686,30
0,22.5031137926689,18
1,20.689019946626555,19
1,15.556183537671922,14
0,18.492874681015216,13
1,21.464965518409826,28
0,23.271975068432855,18
1,24.093726251903707,30
1,21.829902604780333,21
0,23.209380145898777,17
0,27.189385215286134,26
0,21.05041882331312,19
0,17.33811518899494,11
0,12.915382629457262,9
0,20.188232337391167,24
0,23.114272949988145,23
1,18.13110666534804,6
0,27.400887240361985,31
0,15.658714713060043,18
0,18.127557356429,20
0,19.77623384846909,34
0,13.767774030051042,5
1,25.0023619284013,27
1,16.191843546077827,21
0,14.017418826654218,4
0,10.768054661204157,15
1,24.510371822542645,24
1,26.282195321698,22
0,14.807732352938093,23
0,12.736239745304195,16
1,17.595582481496642,14
0,19.78032895265456,20
0,17.14972183603585,10
1,22.240218301374465,36
1,14.517502753698036,9
0,30.16416308756869,31
1,21.646099574188856,21
1,24.927155741232305,34
0,17.845551311278527,20
1,24.692820457298343,28
1,28.208383274133055,34
0,16.287310028778222,16
1,20.581874572318473,27
1,24.937557325564306,35
0,22.012504590350325,33
1,15.726500420168367,6
0,17.613226847482373,19
0,22.87856155238598,28
1,21.618017105796206,25
0,16.65757521610004,24
1,21.623281087834116,23
0,8.848553741813326,15
0,20.335208978764527,15
1,24.76545928372913,21
1,24.636946012243445,18
0,17.81159270175465,22
0,21.22158240479762,24
1,21.097038556960836,30
0,19.356729352100807,21
1,15.859907061951684,20
0,12.69621366190368,10
1,16.75639718400636,25
0,13.537711617280845,16
1,9.01541802176988,12
1,25.4974521631165,36
0,12.030592076353066,6
0,15.95319126503519,18
1,15.871402428754383,18
0,10.251314158887345,13
0,20.541860956063683,23
1,10.240545409034652,16
0,27.592515353363314,21
0,11.675927827909641,12
0,14.641584402254598,11
1,17.756835337688287,19
0,17.911717973712214,11
1,18.58302130385998,23
0,24.255850883645174,27
0,25.621768511176093,34
1,30.984114403964476,24
0,13.845480158069801,8
1,25.339569271414792,26
1,23.567338966714182,24
1,18.71358765418779,11
1,13.664859283873493,9
0,32.44119867553245,30
0,26.43424345289815,29
0,11.378055606902201,14
1,28.036706689732394,29
1,22.75595124803555,32
1,21.600422650547493,29
1,24.41072066126613,29
1,17.329985294414353,20
1,19.709144056585533,25
1,25.200657862127752,28
1,14.516565632782447,25
1,13.43198787164819,9
1,11.802784864086114,12
0,24.129396244338473,24
0,14.945899278851503,17
1,18.483119287896216,17
0,17.706337514863705,9
0,23.200804329344194,23
0,22.014377781789026,30
1,16.0851832767288,15
0,27.275833494197528,31
0,22.35028393629922,26
0,21.927551400254583,23
1,17.977022467765018,17
1,18.448522930821802,19
0,18.864633068127866,27
1,20.245828875598185,24
0,22.297198220523107,24
1,22.312619471005846,23
0,18.83993198558317,20
0,19.49576691464336,27
1,23.677795259314536,32
1,26.161723865760067,29
0,26.433869450784446,29
1,19.994870223795086,29
0,13.726726195569377,22
0,20.932532714363024,25
1,20.960209511578267,19
1,20.53170518947169,11
1,22.712339913230828,18
0,17.599593495461157,17
0,20.699592760467816,23
0,8.440041756839845,8
0,29.06624541666846,26
0,20.262176120871263,26
1,18.490209207888768,19
1,22.715759586222806,20
1,18.83469422870884,15
1,16.406229629700977,21
0,24.283138093764762,22
0,20.377777375540955,23
0,16.63867779889461,19
0,23.540901428193248,25
1,22.298536121819893,24
0,21.96595534257957,25
1,18.540394708707723,14
1,25.47382378850216,29
0,15.507102204246877,14
0,24.276003598207947,22
1,27.698624502970723,29
0,15.443982810721373,14
1,21.190002526485603,23
0,10.995449899947754,9
0,20.187350691234528,31
0,11.403453599996167,4
0,13.278043669436219,14
1,21.004998352437823,19
0,25.439313138062985,19
0,22.529723065238606,24
1,18.884621225167646,27
0,16.035335919558282,14
0,20.069612378729364,27
1,32.14159090501936,26
0,27.12651201501261,28
1,13.253768165056895,10
0,16.38224267628286,10
0,12.737149964184205,9
0,22.788674984732015,19
1,18.500261350016178,21
0,12.204673386120454,20
0,19.070484364185447,23
0,17.503777190383495,26
1,14.597132976683858,15
1,18.15920018619824,16
0,24.330407658517206,32
1,15.256245026405725,24
0,18.137027327011328,15
1,12.759355134207553,14
1,17.873074244317305,23
0,26.858069042956842,27
0,22.71874387653306,18
1,16.377211688254512,20
0,16.936995118478006,9
1,26.314959689857528,40
0,19.3349838245271,22
1,17.42694684548399,13
1,25.80817543859259,33
0,18.029250638931636,25
1,16.459304833770872,24
0,22.191409042077066,24
0,13.606764567106316,8
1,18.006727183235444,15
1,16.270996476037247,27
1,20.95451293839591,21
1,19.691934000931997,17
0,29.513216644689845,28
0,23.783682345723015,16
1,20.465342087471967,20
1,23.231156106093785,26
0,19.26546781380761,17
0,21.696471043876947,31
1,23.35342185609783,20
1,22.748045670739575,30
0,27.519523760884006,30
1,23.246521157075705,33
0,16.875044170881605,19
1,21.7809513356929,14
1,14.756141816911011,10
1,30.610552853787933,33
1,11.002144846851326,8
0,19.777763953034516,26
0,22.949278706414717,15
1,15.696898912088319,21
1,18.232162621328037,18
0,25.533896207624622,28
0,14.227344553960158,19
1,24.98220394682461,16
1,19.17024695677931,17
1,18.513316326706196,22
1,30.275629727193735,32
0,24.238354340398608,18
1,22.28514722681372,21
1,19.050684694742017,20
1,21.229275796934708,20
1,19.475548122590826,24
1,29.517400446564892,39
1,21.34102122313421,25
1,16.648382660765055,12
1,17.809740186604653,14
0,22.389923180313662,26
0,14.801239160150294,20
1,16.537305367257613,14
0,12.25295007056502,10
0,8.727914060536548,-1
1,31.782879218914,39
0,19.291674268762584,19
0,29.31488640392898,27
0,23.258638972315765,27
1,21.881113027355777,25
1,14.867073781057005,23
1,20.22599329300828,17
1,21.284684066894016,24
1,15.89845766990279,12
0,24.035840918828104,24
1,26.65829648546274,25
1,22.843788325871937,17
1,21.549826221713012,18
0,11.864090098216876,15
0,34.46889839409686,31
1,24.278300967780453,25
1,14.551742071864297,4
0,14.670637253625845,17
0,17.086872178711722,5
1,15.459211356465648,14
1,20.667092066361224,23
1,16.126860424760693,28
0,21.10062967463301,23
1,18.183150485323157,15
0,19.103877231791177,17
0,14.47861814337001,16
0,21.34750716149521,24
1,21.780063884010485,21
0,16.334227134746634,21
0,12.090725435421504,16
1,20.7141010147009,18
1,11.335174061487866,14
1,16.38082797407716,20
0,22.703220163511848,17
1,26.69238693187974,24
1,18.915052088142144,21
0,22.017564577442812,21
1,26.825808490549022,32
0,15.005525813404997,18
0,18.118765268917922,16
0,21.74615323590307,27
1,26.97267441875993,29
1,14.293744134977743,19
1,14.15465589400511,30
1,25.141340744783626,23
1,26.330810440034558,20
0,17.07115055776859,22
1,20.54255558638333,19
1,25.093182666877055,23
0,19.114210507407666,25
1,10.570352639187682,10
0,21.23884828955662,10
0,24.958066863945646,32
1,13.757647943330015,14
0,26.72092175313757,23
1,18.52238241463175,22
1,11.030166827193522,13
1,21.176332874965485,19
1,12.389644763129562,18
0,27.010413114853534,21
0,22.54347886910561,24
0,29.099112161877983,28
1,11.606101110162232,16
0,20.73316861174824,24
1,27.41284333002659,24
0,26.15165683713144,24
1,23.30624931417603,33
0,21.972613490992437,27
1,23.356742121571877,29
0,25.213880492787574,31
1,29.214258098600553,32
0,11.173603049859988,4
1,14.937448309504251,14
1,17.1373799735184,17
0,21.10619075517382,22
0,22.039376434867073,12
0,18.278713997739494,26
1,19.690124777663105,18
0,23.950582639151886,28
0,26.145012054475227,15
1,16.029382908789803,19
0,18.722565918568453,15
1,20.350083794735895,28
0,32.68074199858852,29
1,16.69189920468576,24
0,21.607383244772496,28
0,20.2930105451848,15
0,17.89046994956827,13
1,24.772915539509576,23
0,19.617698935746464,20
0,17.533582816466783,19
1,20.35158854250527,17
1,21.35539021366379,20
1,16.76379797936306,17
1,16.234790273184547,20
1,25.640572522441328,23
0,16.978728285424687,19
0,24.586749757476028,27
1,19.08531604453838,25
0,15.60628212456983,12
0,14.114509664624073,21
1,11.222588391730326,20
0,23.260547769899773,25
1,23.042218800254208,25
0,17.62263642169894,21
1,14.245152682003988,14
1,16.89889232570279,18
1,20.37777343528124,27
1,25.97386529445287,26
1,16.296611706279464,17
0,11.059204253893663,11
1,20.670735854501277,23
0,17.695501545793004,23
1,15.27155440767316,22
1,10.042459883111475,5
1,22.365618893862493,24
0,26.595416798796215,27
0,14.256221861057337,19
1,11.831381629217834,19
0,16.585853463517388,15
1,17.8155234012046,17
0,21.979119286639005,13
0,19.778429292338476,23
0,10.653380902890856,14
0,20.62962476721036,21
0,20.717204379382448,15
1,16.52080246389145,18
0,20.703301885556318,19
0,12.301843290543562,9
0,17.40770241435321,17
0,12.268587805425117,5
1,19.12059018723167,17
1,23.02499995275052,11
1,9.228034761344606,12
1,19.317187682937274,29
1,22.87206256640839,15
1,20.429624073251038,24
0,27.352612441004812,27
1,18.896832755867432,18
1,30.192548142319303,36
0,19.758012519561714,13
0,13.143506896415037,15
1,18.58676164905546,17
1,15.898358382884355,16
0,25.436970040976888,17
0,27.604589903155,27
1,28.043263142936908,32
1,23.358040123742782,25
1,18.808688156419795,11
0,16.565619310271842,22
0,13.80002975599634,16
0,22.940206317701726,25
1,13.172534620313298,18
0,18.226010171524095,16
0,20.67840456051826,26
1,21.7809136350211,25
1,12.494336240373785,12
0,13.231328111331653,13
0,13.590980911842031,18
0,23.865168330329475,35
1,13.785493584829808,12
0,14.934971311793134,1
0,22.59385573731811,24
0,24.280559394887028,20
0,29.138410913586704,28
0,19.568393055361103,17
0,24.382400305156423,27
1,10.6897229349648,12
1,22.88551399469432,20
0,24.10501631270172,22
0,24.671860780803485,21
0,17.39723795176275,16
1,27.034180584192576,27
1,28.100808878162432,33
1,19.97083458041903,14
0,20.218027777455568,27
0,18.23526730499237,13
1,18.426867562232587,22
1,19.926778775222544,34
1,13.457136764844606,14
0,13.003033962838314,20
1,18.508152055332598,21
0,17.235757233452414,15
0,24.723319563564036,32
0,18.782892466658556,12
1,15.002435666481023,20
0,10.84528291992443,10
1,18.15463691706287,24
0,14.433952278041655,19
1,10.765600952014937,15
1,29.520002894113258,31
0,10.129882285258846,16
0,28.2977151855745,23
1,35.50559051009732,42
1,20.530348009201624,28
1,17.739524924750075,17
1,23.422280736192015,26
0,15.464088982765396,19
0,21.004526370717944,28
1,23.91102320467342,27
0,13.671705725895762,13
1,27.87166388157261,28
1,20.447507636970965,18
1,21.548791624851706,14
1,26.765095123721917,36
1,12.983486412316086,21
0,13.718289229255017,19
1,21.56396528513594,21
1,21.988702744343286,29
1,18.867225712515843,28
0,19.527041659769857,20
0,18.824658418207427,22
1,15.198107135643596,11
0,13.409634369861838,16
1,16.290298795555067,26
0,20.650501503309027,27
0,22.22856329268325,28
1,13.662923108288624,19
1,28.770184471580592,28
1,31.85561512466853,28
0,21.047681910830104,18
0,15.938498541283511,16
0,19.08463102243127,18
0,23.988785933769424,28
0,19.50026961649483,14
0,29.522280726345638,34
0,18.543213619822655,12
1,24.753556618897885,26
1,22.360598043013574,23
0,31.368785526508134,37
1,22.09606002584799,22
1,22.42385248169195,23
0,15.71163339809197,18
0,18.724780027449857,16
1,13.340746226338073,21
0,36.31825223048073,35
1,20.324831229505758,22
1,19.03383503615333,26
1,20.22082939141991,23
0,22.075190301697173,22
0,22.884104901301328,29
1,11.09639300696609,16
0,26.53624581181895,26
0,20.428432511822052,29
0,19.807399378552194,18
0,29.19460955807549,37
0,21.457521865579253,28
1,16.098700974758998,18
0,15.731765834248367,15
0,24.048494073514576,28
0,20.410143697989536,11
0,20.805507570458524,15
0,13.589997907817665,21
1,20.93762736831212,19
1,16.712763892656724,21
1,16.030953211261092,22
1,26.60693330812465,24
0,21.5405999109756,28
1,18.658510164681967,13
1,25.117699777723182,26
1,29.608689007222814,30
1,12.42132627134296,4
1,24.86282990066115,33
1,21.387538159744402,15
1,19.696373629975575,15
1,27.218167617497308,33
0,24.396546856163596,18
1,17.807515938279703,20
0,26.497160400919977,24
0,19.140623870585753,17
1,20.044090969984907,16
0,13.42968441046026,11
1,20.30621388520749,21
0,23.125661909471162,25
0,18.43418963608108,15
0,20.24817877837017,25
1,26.56030836432064,27
0,19.33913152339248,23
0,16.892425395609486,14
1,28.71735971446731,23
1,16.476518693828325,30
1,7.965261357184435,6
0,13.54263956149929,21
0,18.748636799371113,23
0,13.907695432116721,14
0,14.235691684796134,12
1,17.531298897697628,17
1,19.116915708905296,26
1,18.75122800819229,17
0,19.98442151241182,23
1,25.579257316193516,25
1,36.793990481162,37
1,26.09218924789723,25
1,23.4692163573779,19
0,16.640930254563266,21
0,20.564980530242035,26
1,14.727577597797278,19
1,19.98222768737834,17
1,14.55016984774457,13
1,25.57038583096537,23
1,30.755265244178595,36
0,24.977908351810278,23
1,33.636218162545525,32
1,14.44684986703267,17
0,24.56861168709871,26
1,19.535041912447383,21
1,21.00399908251261,26
1,14.68116097607571,11
0,19.837312358455172,28
0,19.611578359948616,17
1,16.55583965858667,13
1,25.887190310229634,33
0,23.946829525682418,19
0,26.15755422120494,27
0,17.439816598157392,13
1,16.776575283561066,25
0,14.194481382793516,17
0,24.331774744439425,32
0,25.03143550074951,25
1,19.960573037728963,15
0,16.487374465062153,26
1,20.575909362899868,30
1,22.589688190966324,24
0,22.78493516133146,25
1,18.822339722814608,19
0,25.797512308393298,18
0,26.680847769418726,24
1,15.61816481135115,10
0,21.72470586899786,22
0,20.527745480954053,21
1,13.58419689311586,19
0,17.280518848270418,27
1,21.453250830648923,27
0,26.178149880097067,25
0,16.531949760369166,13
0,18.19377041789374,26
1,19.070088822699297,7
0,17.993487256175296,8
1,12.853681111783327,5
1,24.37156528798247,34
1,18.981111890380035,10
1,22.405534734731056,23
0,23.588263634625,31
1,17.92103546704448,19
0,15.174517997493325,5
0,16.58905375825589,17
0,17.526053967507867,17
1,15.909647484519844,19
1,18.546166078631337,16
0,12.887942409046815,11
0,17.79583287580678,23
1,17.051445928156422,18
1,21.344869386079154,19
1,22.6125491389091,26
0,29.236613749653642,33
1,26.152333543202992,33
0,23.63627244655498,31
1,20.230342812326015,14
0,20.559319397220822,22
0,22.113186741441368,15
0,19.129013026426634,20
1,20.47086672701902,36
0,15.982618025984127,18
1,22.195702037059476,25
1,15.726474478851507,13
0,17.91816551814807,16
0,17.557422448650016,21
0,33.14034788076313,38
1,20.933538444500122,24
0,25.232115641231772,37
0,14.058444061999886,6
0,23.235245641220946,28
0,18.865351583161655,11
0,25.020869130673336,31
0,18.377513145138487,19
0,14.57550667404525,10
0,24.182009672970054,24
1,20.56425717233375,18
0,13.726083200525284,16
1,19.85068503334057,13
0,15.578630351046355,20
0,23.841293507318102,28
0,20.768255731152212,20
0,22.16291191711745,23
0,15.577536531464606,21
0,27.097481916109984,35
0,17.457367662736686,20
0,21.886098361084734,25
0,19.168593195758696,10
1,20.76930726934323,18
0,14.227122816078452,15
0,20.769376975366225,19
1,22.37345100405752,18
0,13.956439289524806,14
0,25.574664906962177,33
0,15.384305206959493,22
0,17.574283273292608,8
1,17.185510934394614,20
0,26.222121811232682,23
0,17.781013855306988,23
0,18.208662308020376,17
1,22.024651624026887,24
1,21.128688755130895,24
1,26.138333926946977,25
0,18.25356600792284,11
0,17.315815273093037,9
1,16.382202523326058,21
1,16.36306355961874,14
1,23.928520140965244,24
0,22.891074280648148,27
1,18.631249316358677,21
1,19.651211952069392,26
1,9.209504636744585,5
